comment,emotion
To było rok temu ❤😊 Chcecie zobaczyć jakie kalendarze mieliśmy w tym roku? 😅,JOY
"Im dłużej człowiek żyje, tym lepiej widzi jak ten świat działa 😆",SURPRISE
pamietam jak w 2020 chcialam to zawsze miec i robiłam to z woreczków XD,JOY
Super reklama powinna być w tv 😹,LOVE
"Na filmie widzimy legendę YouTube, znawcę motoryzacyjnego, filantropa, człowieka wielu talentów a obok Pana Patryka.",SURPRISE
"Moja mama jest położną, po prostu dziękuję Wam za ten film🫶🏼 Dużo zdrówka dla dzielnej mamy i Edzia i siły dla taty 🤍",LOVE
Taki klimat najbardziej u Malika siedzi 😈🔥💪,JOY
"Mi tam się Film o Pszczołach od DreamWorks podobał. Jest to pełnometrażowy shitpost który w jakiś sposób działa i rzeczywiście potrafi być śmieszny co sprawia, że jest całkiem ciekawą komedyjką.",LOVE
"Kochana ""moja"" Ewuniu, bardzo przeżywam te Twoje emocje, tak jakby one mnie dotyczyły. 😚 Cudownie że już..., przekochany wasz synuś będzie z wami. 😍 Tulę Was do ❤️ i wszystkiego co najlepsze życzę 💝",LOVE
Zajebiste. Naprawdę przecież to jest skandal żeby w aucie z 2015 około skrzypi.A tak serio to kto kuźwa patrzy czy w ponad 7 letnim super samochodzie skrzypi.( W audi jest to samo i jakoś nikt nie narzeka),ANGER
Podczas przerwy w szkole odpaliłem tą bardzo fajny utwór mojego ulubionego artysty po czym zostałem dotkliwie pobity. Dziekuje <3,SURPRISE
Wielkie szapoba za organizację i cały przebieg urodzin 💪❤️‍🔥,LOVE
"To był piękny sezon Genzie, będzie mi brakować 😢",SADNESS
To była moja najlepsza impreza w życiu! Świetnie to zorganizowaliście - my widzieliśmy dopiero efekty wiec super w tym vlogu zobaczyć efekt przygotowań 🎉,LOVE
"Gość wchodzi, mówi jedno słowo i wszyscy się śmieją",SURPRISE
"Około 3 lata temu grając w Wiedźmina 3 poznałem tą piękną pieśń. Szukając coverów natknąłem się na nią - dziewczynę, która od pierwszych dźwięków zaczarowała mnie swoim stylem, estetyką i szczerością. Bardzo zdziwiło mnie wtedy, że ta dziewczyna nie jest bardziej znana, ponieważ uważałem, że powinna zostać zauważona. I dziś słuchając to arcydzieło wcale się nie dziwie, że to właśnie ona została wybrana do tego projektu. Po prostu niesamowite. <3",LOVE
"Serdecznie pozdrawiam świeżo upieczonego Tatę, pozdrowienia dla Was i dużo zdrowia dla Synka.",JOY
BOZEEEE KOCHAM CIE POPROSTU OGLĄDAĆ 🤩 POZDRAWIAM WSZYSTKICH ♥️❤️🤩♥️ MIŁEGO OGLĄDANIA 😋✌️,LOVE
"Hania z Genzie mówiła sama że fakt ten niebieski jest delikatny ale te linery mogą służyć jako baza pod te cienie, pisak jest jeden tzn kolor a oprócz konturówek były pomadki takie w kredce odpowiadające odcieniom o zapachu arbuza no a żele to żele do brwi 😅 fajny odcinek nie mogłam się doczekać 🥰❤️",JOY
"Fajne z Was dzieciaki, lubię wasze poczucie humoru ❤",JOY
Zauważyłem że jesteś taką piłkarską kopią kryminatorium taki kanał na YT i tik toku,LOVE
Czekaliśmy na to ! Całą rodziną będzie słuchane przy wigilijnym stole 😀,LOVE
"Mordeczko kochana, zarzucone 3 losiki ode mnie, nawet nie myślę o tym, że uda mi się wygrać ale z szacunku dla ciebie i twojej pracy jaką robisz na tym portalu, który przejmują w większości patologiczni twórcy zasługuje na dużo więcej niż to 80zł ode mnie! Pozdrawiam cie mordeczko i mam nadzieje, że się nie zmienisz i będziesz dalej taki sam!",JOY
Dziękujemy za półtora minuty reklamy panie Walaszku. :),ANGER
Ulubieni youtuberzy w jednym miejscu. Cudownie widzieć was razem🥰,JOY
Czekałam na to rok i w końcu nie dość że nuta to jeszcze twarz ❤️❤️,JOY
Seria oby jak najdłuższa... 😉 oczywiście nie z powodu komplikacji ale waszych pomysłów na projekt i dobre roboty. Czekam na kolejne i pozdrowionka dla całej ekipy.,JOY
Za takie żarty to ja blokuje ten kanał,ANGER
Zajebiste mistrzostwa jak dla mnie kibica który ogląda przed telewizorem mi pomysł by grać w grudniu turniej jest super,JOY
Uwielbiam kobitkę w super sposób parodiuje puste panienki 😁,LOVE
Ciary wszędzie gdy pierwszy raz odsłuchałem. Kto ma to samo? 🔥,LOVE
"Jako pielęgniarka neonatologiczna bardzo się cieszę, ze mówicie wprost o tej sytuacji i ze nasz zawód jest niedoceniany ❤️ to dużo znaczy. Mnóstwo zdrówka dla Was! Macie najdzielniejszego Małego Człowieka 😊",JOY
Masz ukryty talent!✨✨✨ Lepiej zeby został ukryty!! 🔥🔥🔥,JOY
"Jesteście wspaniałymi rodzicami. Pokój Edzia jest bardzo przytulny, praktyczny i zarazem elegancki. Życzę Wam spokojnych i szczęśliwych Świąt.❤❤❤🌲",LOVE
Dziękuję za Alicję Jesteś najlepszym YouTuberem leci subik,LOVE
Tą Pą Człowiek o którego nikt nie prosił ale każdy potrzebował,LOVE
Ja chcę part 2 i 3 a nawet 4,LOVE
Po prostu Polska w rozsypce.I nie wiadomo śmiać się czy płakać 🤣😭,SADNESS
Te refreny od chłopaków to coś niesamowitego 👌🏻👌🏻👌🏻,LOVE
troche wstyd że dali 4.0 a nie np. 6.3,SADNESS
Ona tak pięknie mówi z tym akcentem ahh XD,JOY
Duch to mięczak Ania Kevin i tak opierdziel,ANGER
Fajnie ze kots w końcu myśli o Mai =),LOVE
"Odklejeńcy z sejmu, odklejeńcy z UE.",ANGER
Zajebiste uczucie rozpoznać siebie w takim tłumie,JOY
To jest nuta którą można słuchać i ją zrozumieć,JOY
Bardzo podobają mi się takie typy filmików dlatego że można ocenić na przykład jak kalendarz i czy warto go kupić,JOY
Ale dobre normalnie podskoczyłem z krzesła w prawdziwym życiu:),JOY
"To był po części element mojego dzieciństwa, czasy gdy grał Ronaldinho , galacticos, Milan zdobywał ligę mistrzów. Zawsze lubiłem mecze które sędziował Colina, dla mnie to najlepszy sędzia w historii piłki nożnej. Czułem przed nim respect oglądając mecze na tv. Mam nadzieję że w finale nasz Polski team z Marciniakiem na czele sprawi że Szymon właśnie będzie sędziował na takim poziomie co Pierre Luigi Colina ✌️",JOY
"Przemek bohaterem, sprawdził noclegi żebyśmy my nie musieli 😅",SURPRISE
"Hej, możesz rozwinąć temat o tej złotej odznace dla mistrzów świata? (Tej obok herbu reprezentacji)",SURPRISE
"Każdy myśli ""o ile to on pieniędzy nie zarobi"", a ten film udowadnia, ile czasu, planów, zarówno też pieniędzy jest potrzebnych na zorganizowanie takiego finału. Szacun dla Karola i całej ekipy, mocny film, jak i finał.",SURPRISE
"nie od dziś wiadomo że Fonos to klasa sama w sobie a głos GMB wywołuje ciary , czekam na nute Fonosów z Kiełasem ❤️‍🔥",JOY
Zachowanie Świeżego było okropne. Biedna Faustyna której popsuł odcinek. Świetnie Ci idzie. Trzymaj tak dalej kochana!,SADNESS
nie wiem jak inni ale ja zobaczył bym więcej akcji z policją i jazdy po miescie kosztem oglądania wnetrza i dokładek :),JOY
Kocham to jak ty to robisz xd,LOVE
"Chat GPT jest bardzo fajnym narzędziem. To o czym wspomniałeś w odcinku, to dość mało przydatne ""możliwości"". Chat GPT potrafi rozwiązywać pytania matematyczne, pisać kody dla programistów z wyjaśnieniem, a także tworzyć tabelki w excelu. I choć w Matematyce potrafi się pomylić, bo czasem nie da się poprawnie zapisać działań lub wartości, to w kodach lub excelu idzie mu bardzo dobrze. Polecam!",LOVE
"Widać i na Twoim i u Natalii na kanale ..na filmikach że werdykt był szokiem dla wielu ludzi ...więc to mówi samo za siebie .. i nie mówię tu o bliskich tylko nawet ludzie z tyłu którzy byli ""tłem"" ich miny też na to wskazują... Trenerzy ,kibice ,nawet komentator podczas walki komentował na korzyść Natalii... Brawo Dziewczyno! Bardzo fajnie się Was ogląda ale to zaznaczam przy prawie każdym filmie! Twoje łzy na koniec walki..lzy wzruszenia i ogromnej dumy były przepiękne!!! Widać że ją kochasz ! ❤️ Powodzenia ! Teraz zasłużone wakacje !",LOVE
"Od kilku lat w KSW nie było konferencji, dopiero teraz się obudzili. Moim zdaniem marketing sportowych federacji w PL leży. Już jest mocna tendencja spadkowa, a walka Mamed vs Pudzian to chwytanie się brzytwy. Taka prawda. Lubię KSW, ale widzę co się dzieje. Do roboty i robić więcej konferencji czy innych wydarzeń związanych z promocją gal.",SADNESS
Słysząc ten charakterystyczny głos Kubana ogarnia mnie nostalgia i wracają wspomnienia starych dobrych czasów liceum i cotygodniowych baletów w weekend. Ajajaj dzięki Kuban,LOVE
"Wiele można mówić o majkelu , ale faktem jest ze dużo w życiu przeszedł i potrafi się cieszyć z wszystkiego . Czego brakuje niektórym .",JOY
"Widac jak dużo Was to wszystkich kosztowało! Ile emocji, ile czasu, ile poświęcenia, ile zmęczenia, ile pracy. Gratulacje wytrwania w daily jak i zrobienia tego finału. Bo ten finał to mistrzostwo świata. Cieszę się ze dziewczyny, czyli Ala i Natalka również zostały docenione, bo może nie były widoczne na każdym filmie ale to one trzymały to w ryzach! Piękny gest! ❤",JOY
wszystkiego naj naj chłopie z okazji urodzin!!!!!!!💚,JOY
Ukochana seria ! Czekałem 2000 księżycy,LOVE
"vae vistic ma doslownie niebiański wokal, jest niepowtarzalny i mysle ze zasluguje na zajebisty odbiór, mam wrazenie ze moze on byc bardzo ważną postacią dla sypiącej sie polskiej rap sceny",JOY
Nie mam co robić nudzę się ale nowy film u Jacoba dzięki Kubuś❤️,JOY
"Białas,czołówka polskiej rap sceny niezmiennie od lat💪🇵🇱",LOVE
"Super intro, pełne zwrotów akcji. Wzięło z zaskoczenia. Dziękuję i znośnego tygodnia :)",LOVE
Prosimy o pełny film z tej akcji :),JOY
"Brawo Smoku za premiera. Premier jak chce to niech wynagradza piłkarzy każdego dnia ale ze swojej, a nie publicznej kieszeni. Władza pozbawila ich już kompletnie rozumu i wyczucia sytuacja.",JOY
Jarek pokazuje jak nie robić kuligu 😆,JOY
Nie licząc wokalu fajna sceneria :),JOY
Powiem szczerze takiej nuty się nie spodziewałam a refren wpada w ucho ciekawe co będzie na zielone 2,JOY
Wesołych świąt MIS AGO GRAŻYNKO ❤🎅❤🎅❤🎅❤🎅❤🎅❤🎅,JOY
"Pudzian zasługiwał na ciężki nokaut po jakieś obrotówce, albo kolanie, no ale trudno taki jest sport, nie zawsze ma się to, czego się chce... 😕",SADNESS
"Lepsza gorzka prawda, niż słodkie kłamstwo. Panie Krzysztofie, serdecznie dziękuje za dzisiejszą wizję. Niech nas Wszystkich Pan Bóg błogosławi 🙏",SADNESS
Zawsze postrzegałam Paulinę za naprawdę super miła i inteligentną dziewczynę ale tu pokazała się z jak najgorszej strony. ' a co to ma być..’ bardzo niedojrzałe zachowanie. Majlel to naprawdę piękny gest!,ANGER
Z takimi osobami się nie spodziewałem filmu <3,SURPRISE
Ale piękny samochód mała bestia ❤❤❤❤,LOVE
6:03 Ta dosłowność jest poprostu piękna LaBudda. Oby tak dalej 😎👍,LOVE
Teraz czas na urzędnika u informatyka,LOVE
"Jak się z nim oglądało mecz to jego udziałem to już wiadomo było, że to będzie dobry mecz. Nawet ja się bałem jak podchodził do faulu. Nie jeden piłkarz wolałby dostać czerwoną i zejść niż otrzymać suszarkę xd",JOY
Muffina art wygląda jak x kitek XDDD,JOY
No w końcu Panie Chałupka. Lepszego popołudnia nie mogłam sobie wymarzyć. Kocham😚,LOVE
"Marzenie mieć takiego sponsora jak Justek, nie zmieniaj się ❤️🐗",SURPRISE
No panowie tyle czasu minęło od powrotu do przeszłości ale dalej tą samą zajebistą muzykę robicie 💪💪🔥😉,LOVE
Od tego założy się do tamtego i tamto damy tu i będzie działać. Prawdziwy fachowiec. Bez sarkazmu..Szacunek Panowie.,JOY
"Dobry odcinek, dużo wesołej atmosfery i ta zacięta ""rywalizacja"" 😂",JOY
"..""Gdyby głupota emitowała światło,to przy niektórych ludziach słońce miałoby kompleksy.""..",SADNESS
"Jako studentka pielęgniarstwa, również bardzo dziekuje za przepiękne słowa <3 Dużo zdrówka dla Was <3 !",LOVE
"Będąc na studiach, co ja bym teraz dała, żeby wszystko było takie łatwe jak w 6 klasie XD Miłego oglądania wszystkim 💖",SADNESS
Świetnie się pana ogląda panie mecenasie. Jest nie tylko merytorycznie ale i też zabawnie. Już czekam na następny materiał👍,JOY
"Ewcia moja córka ma już 9 miesięcy a ja dalej becze za każdym razem jak coś zrobi nowego , jak patrzy mi prosto w oczy więc to nie przechodzi :D Gratulacje :)",LOVE
"Kocham Harrego Pottera i Ciebie. Więc idealne połączenie 😍 czekałam na więcej filmów z tematyką Hareego Pottera i jest, dziękuje😘😘",LOVE
"Nie jesteście lepsi od Freak - Fight, takiej ustawki już dawno nie widziałem, więcej nie wykupie PPV 🖕",ANGER
"Chivas tak dobrze poleciał, że aż szkoda, że jego zwrotki takie krótkie",LOVE
Ej palion zrobiłeś mega fajnom nutę!,JOY
Siema Budda robisz zajebistą robotę twoje filmy są debest oczywiście M3 jest petarda,JOY
uwaga wysokie stężenie NPC w komentarzach,ANGER
To za fair play powinni dawać zielone kartki.,ANGER
"Tytuł odcinka powinien brzmieć "" fura która, tonie w carbonie"" świetnie się to ogląda 💗",LOVE
Zajebisty odcinek Jacob 🤙 Życzę wszystkim miłego oglądania 🔥,LOVE
Zapowiada się kozacki odcinek ⚡ KOCHAM WAS OGLADAC POZDRO ale bd smieszna a zarazem zacieta rywalizacja Nareszcie Tomek jest dawaj Mały Messi .Super stroje i piłki,LOVE
jesteś kochany.... ✨A ZA OKNEM PADA SNIEEEG✨ xddd piekne,LOVE
"Dziękujemy Panowie, jesteście WIELCY <33 Wesołych Świąt <333",LOVE
Ja już na Spotify słuchałem ❤️❤️ Jak Białas coś wypuszcza to wszędzie znajdę pierwszy 😍🥰😍🥰,LOVE
"Piekne chyba moja nowa ulubiona piosenka, twój głos jest niesamowity, strasznie mnie uspokaja , dziękuje że dalej śpiewasz<3 nie wiem co by było bez ciebie.",LOVE
O stary !!! ty byłeś moim mieście😱 Pozdro wariacie👊 oby komuś fura przypasowała i cieszył się z jazdy,SURPRISE
"Ludzie to są serio NPC, chłop wraca prawie po 5 latach z płytą, nikt nie wiedział co się z nim dzieje i czy wogole wróci a i tak słyszy się ,, Nie tego się spodziewałem myślałem ze coś w stylu hot16” kurwa hot16 to była luźna nawijka bez jakiej kolwiek historii, tu jest numer intro którym trochę przedstawia co się działo przez te 5 lat, kurwa ludzie ogarnijcie się",ANGER
"Chętnie bym zobaczył program przyrodniczy jak Miedzinsky wraz z Kacprem Pitalą opowiadają o pszczołach, mrówkach oraz innych owadach",LOVE
No w końcu filmik kolejny po przepracowanym dniu. Asz moje zmęczenie odchodzi 🥰,JOY
Miłego oglądania na pewno fajny film będzie ! 🥰🥰,JOY
"Jest świetne, a nawet lepsze! Teledysk, muzyka. Złoto",LOVE
"""Choćbym pozostał tu jednym z ostatnich I stanął sam kontra zło, wreszcie poczuję ulgę, nie mogąc NIC stracić Samotność obrócę w proch"" Jestescie wiecej , niz Muzyka . Dziekuje",JOY
"To tak jak o przekopie mierzei wiślanej, jak by natura chciała to by ją sama przekopała ......",SADNESS
to już lepszy jest dzwonek mojej babci o 8:00 rano,ANGER
No właśnie nie wiedziałem na co się zdecydować i tym filmem rozwiałeś moje wątpliwości: biorę Clio,JOY
"Świetnie się ogląda spotkania bez cięć na żywo, zdecydowanie musicie się częściej spotykać. Nawet nie wiem kiedy mi godzina mineła.",LOVE
Nie wiedziałem że jest w ogóle ktoś kto ma na imie Konrad xD,JOY
Wszyscy: Oglądają film Ja: Patrzę na jego czapkę,SURPRISE
"Panie Patryku! Kivi był, jest jagoda z cobciem to do pełni szczescia brakuje Jeszcze profesora i ich wspólnego projektu zleconego przez cb😀. A Porsche spoko sztuka. Zrobić serduch, zmienić kolor na jakiś z palety ładnych i będzie służyć 😉",JOY
"Stała się rzecz historyczna, Taco pojawił się na teledysku🙊💕💕 czekamy na więcej!!!",JOY
Tylko Lexy potrafi dodawać takie miniaturki haha loveee♡♡,LOVE
Jezu oglądałam to przez chwilę bez dźwięku i jak zobaczyłam jak Hania się śmieje to ja już miałam jej śmiech w głowie,SURPRISE
"U mnie w klasie ostatnio chłop postanowił się zgolić na łyso. Przyniósł maszynkę i razem z chłopakami go obcieliśmy w szatni od wf. Zrobiliśmy to akurat pomiędzy dwiema lekcjami wf więc możecie sobie wyobrazić minę nauczyciela, kiedy to zobaczył",SURPRISE
"Ale Wasze filmy wcale sie nie zmienily, nagrywaliscie swoje zycie i robicie to dalej, tylko zmienil Wam sie temat, a my lubimy ogladac Was, wiec nam sie to podoba :D Ps. Tez nie mozemy sie doczekac poznania Edzia :) moze nie na swieta, ale przyszly rok juz pod znakiem Edzia :D ❤",LOVE
Eeeee!!! to też Polacy🇵🇱 byli tylko tacy jakby bardziej opaleni🌞...🤣🤣🤣 Dłużej posiedzieli na plaży w Katarze 🤣🤣🤣 Borek nie przerażaj się !! Każdy Polak lubi słoneczko🌞🌞👍,JOY
"TechWeek wypity, herbata obejrzana, można iść spać",JOY
"Ty jesteś młody, ale kilka mundialow z nim to było wspaniale wydarzenie oglądać",JOY
Piękna nutka tak jak nasza Polska!! 🇵🇱🔥,LOVE
"Jak dla mnie zakończyli karierę w tym momencie, przygotowania do walki to były w szkole filmowej i słabo się przykładali 😕 Pan Mariusz Pudzianowski chyba jeszcze raz by chciał być w tańcu z gwiazdami, bo pomylił scenę z ogtagonem",SADNESS
"Uwielbiam utwory, przy których można mieć wyciszony dźwięk, a słucha się ich jeszcze lepiej.",ANGER
7:40:14 Piękny moment bramka na 2-2 😀a tak ogółem to Dziękuję za to co robicie ❤,JOY
"No Kalucha i Ospano, kurde dwóch świrków z GTA, się tu niespodziewałem, z dwoma świrkami z FORTNITE. Zarąbiście sią to ogląda!",JOY
"Ewa,Youri Gratulacje, dużo Zdrówka Kochani,ja też rodziłam w państwowym szpitalu,to jaką ja miałam opiekę,jest niesamowite, na najwyższym poziomie,cudowni ludzie poprostu, pozdrowionka 😊",LOVE
"Ale cudowny klimat! Piękne światełka i muzyka <3 ''Gdzie nasza dziewczyna? Cały czas z Charli.'' hehe zabrzmiało jakby Charli opiekowała się Victorią ;D Fajnie, że dzieciaki się tak lubią i bawią razem. Pozdrawiam cieplutko",LOVE
""" O swojej mamie pamiętaj ,o swoich braciach pamiętaj ,bez nich ta droga to tylko udręka.. "" 👌",SADNESS
Tylko szkoda że jakbym to zrobił wszkole to miał bym pewnie uwagę albo zadała by jakieś obliczenia z 8 klasy A ja bym był w 6 xd,SADNESS
"Drogi Panie Jacku, to wszystko co Pan mówi może i się zgadza u ludzi którzy mają miliony i w 5 minut są w stanie wyjechać z Polski i oglądać wszystko z drinkiem na leżaku .",SADNESS
"Czekałem na ten powrót topowego duetu polskiej sceny rapowej, kolejny kawałek, kolejny rozpierdol 🔥",LOVE
"Karol, zaczęłam bardzo cię doceniać dzięki takim BtS. W tych dokumentach widać ile pracy w to wkładasz, jak potrafisz mobilizować. Wszyscy, którzy myślą, że to wszystko to tylko zabawa i łatwa kasa - powinni to zobaczyć. Wszyscy pracujecie na ten sukces, ale ty, jak to powiedziała Natalka, jesteś robotem. Gratulacje. Serio, gratuluję pomysłów i sukcesów.",LOVE
"Ja tam do tyboriego zawsze neutralny stosunek, lubie jak na galach występuje bo daje kozak walki, dobry poziom prezentuje pozdro",FEAR
"uwielbiam filmy z fabułom , chce więcej",JOY
"Jasna cholera, dwa bonus tracki zjadły całą płytę, dlaczego akurat to są bonus tracki, skoro oba są takie dobre? To też jest świetny kawałek, podobnie jak Domek Nad Wisłą.",LOVE
Gdzieś tam Ktoś nad wami czuwał..❤️❤️❤️ przesyłam wam dużo pozytywnej energii...❤️❤️❤️,JOY
"Ale za to rano jak to usłyszeli Polacy, to od razu się obudzili i uśmiali. Chwała, generałowi!!",JOY
"Panowie! Dziękujemy za ten kolejny piękny rok , każdą sekundę tego streama obejrze jeszcze raz . ❤❤❤❤❤❤❤❤❤❤",LOVE
"Po prostu powinieneś Łukasza na rękach nosić , chłopaki czekam na więcej",JOY
"Przynajmniej nie musi się teraz zastanawiać, co dać jej w prezencie.",LOVE
"Bardzo dobrze walczyłaś, dałaś z siebie wszystko. Zostawiłaś serducho w oktagonie ❤❤",LOVE
"Przez cały filmik byłem uśmiechnięty, najlepszy filmik :D",JOY
🔥🔥🔥ukryty talent 🔥🔥🔥niech zostanie ukryty 🔥🔥🔥,LOVE
Czekam z rodzinką na wigilijny bigos.<3 POZDRÓWKI,LOVE
"Uwielbiałam ogladac mecze kiedy sędziował, fajnie było ogladac piłkarzy którzy bali się go i nie symulowali fauli 🙈 jak niektórzy piłkarze którzy mogliby Oscara za swoje aktorstwo na boisku dostać",JOY
Epicka walka co ? Chyba oglądaliśmy inne walki bo ta walka co ja lukałem to szału nie było,SADNESS
Paulina popisała się szacunkiem i wdzięcznością dla osoby która poświęciła dla niej czas i pieniądze,JOY
Jejuu babcia Hani się wydaje taka cudowna osoba 🥺,LOVE
"Brawo dla Dawida deklasacja, brawa również dla Kamila, Piotra i Pawła.",LOVE
HINOL nigdy nie przestawaj ten kawałek jest zajebisty ❤️❤️,LOVE
"Radzieckie wpadki idealnie, biorę się za oglądanie",JOY
dobre.... tez nigdy nawet sie nad tym nie zastanawiałem... ten kanał to mistrzostwo dla każdego prawdziwego fana pilki nożnej!!!,LOVE
Dawno nie bylo tak pozytywnego klipu i kawalka! Mistrz 💜,JOY
Wpisalem w wyszukiwarze fejmowo followers i jestem w szoku. Ludzie to serio kupuja? I to serio dziala? 13zl? xdd,SURPRISE
Czytanie komentarzy: Najpopularniejsze vs Najnowsze 😍 Boskie vs Dramat 🤮 Osobiście jestem team dramat. Jak można spier....coś tak pięknego...,ANGER
Ogien!!!! Gratulacje. Masz ogromny głos i przyjemnie się gl słucha. Piosenka widać ze od serca które nie raz zostało mocno dotknięte i zranione. Jesteś genialna a nuta będzie hitem!🚀✊🏼,LOVE
"Japierdole ten teledysk jak z jakiegoś filmu, Szpaku ten rok jest Twój i to bezapelacyjnie od Ddzppm aż po gugu festiwal a mamy nadzieję że to jeszcze nie koniec, Czekane było w chuj, i jest rozpierdol, teraz czekać na ""ciągle jestem atypowy"" POZDRO GUGOWNICY🔥🔥🕸️🕷️",JOY
Słucham tego w kółko do serwelka ❤️,JOY
Ja bym się zdziwiła gdyby w szkole nie było szlugów :)),SURPRISE
"niech ona dba o własne zdrowie, my wiemy jak zadbać. Już raz pokazali jak dbają o nas plandemia.",ANGER
WoW nie spodziewałam się dzisiaj tak dobrej nuty! Brawo!❤️,SURPRISE
"mam nadzieje że już rysuje się odcinek specjalny ""z granatnikiem""",FEAR
"To ma być kanał na 1 mil . Bo ja widzę jakieś głupoty naprzykład to serio strasznie słaby kontent ludzie robicie . Ja tego głównianego teamu x 2 nigdyyyy nie oglądałam i nie zacznę nigdy . Najlepszy był team x pierwszy bo tam lubię byli normalni . A nie jakieś żugajki czy kociołki , Patisonki itd .",ANGER
"Mega się to oglada , ludzie mówicie o tym kanale znajomym i zostawiajcie subskrypcje żeby mogli odpierdalac jeszcze większy kipisz i pokazywać nam mega odcinki ;) rozpierdala to mięśnie czoła , powodzenia wszystkim w loterii jebac lotto jebac euro jackpot sobota 14 ;)",LOVE
Jedyny prawilny Hymn Reprezentacji Żabki ✨🐸✨ Autor tekstu: Krzysztof Marecki 👏GRATULACJE👏 ...pasuje hymn wariacie???,JOY
"Jak co roku, skys the limit panowie, dzieki za te 50h! Dobro wraca, pamietajcie",JOY
Przecież to jest kosmos..! Czekałem od premiery bo nie wszędzie mogę płytę odtwarzać.. magia ❤️,JOY
Ciągle chcemy abyś był naszym Działowym,JOY
Ależ przepiękny jest ten kawałek. Majstersztyk. Nie mogę się nasłuchać 🙂,LOVE
"""ja Panu do łóżka nie wchodzę -jeszcze nie"" ten tekst pozamiatał 🤣🤣🤣🤣",JOY
Lexi - bym brała jak ciastka 😅 Natsu - czemu nie 😁 Jeszcze Muffina głównie za nią samą 🤩,JOY
"Po takim show to czas na rewanż z Najmanem. Widzę to tak: walka.. obaj zawodnicy bez ciosu podbiegają do siebie i łapią się wzajemnie w okolicy pasa, po kilku sekundach morderczego uścisku odklepują sobie wzajemnie na plecach i potrzebny jest replay żeby wyłonić zwycięzcę i stwierdzić kto klepał pierwszy 👏",SURPRISE
"Cudownie Was ściskam wszystkich Troje 🥰❤️🥰❤️🥰❤️🥰❤️🥰❤️Edek to twardy facet , wszyscy tutaj czekamy na naszego bohatera 🥰❤️🥰❤️🥰❤️🥰❤️🥰❤️",LOVE
625 odcinek szkoły jest dość ciekawy bo nauczycielka będzie się darła nad uczniem oraz go uderzy przy widzę dyrektorce,SURPRISE
"Fajnie wymyśliłaś i zmodyfikowałaś ten format 😀 przede wszystkim bardzo dobrze ogląda się tą płynną rozmowę, nawiązywanie pytaniem do wcześniejszej odpowiedzi i brąz zerkania w scenariusz - mega na plus 😉",JOY
🎶🎵Na raz mam dwie bo życie jest za krótkie żebym miał mieć mniej 🎵🎶 w końcu jest ! Oby dalej w tym kierunku,JOY
Idealne na wigilie będzie słuchanie 🥶👍,JOY
"Cóż za boski kościół, w jedną mszę odbyły się chrzciny, ślub a nawet egzorcyzm! Jeszcze pogrzebu zabrakło xD Btw macie genialnego organistę 👌✨ Niech Anioł Pański będzie z wami ✋",LOVE
No.Ciekawy wywiad i najgorsze że to Wszystko co Borys powiedział jest prawdą. MASAKRA państwo z dykty i kartonu....m,ANGER
"Pięknie ogląda się takie konkursy😁Kamil zaczyna przypominać sobie jak się skacze,Szalony Świstak Piotrek trzyma formę,a Dawid nokautuje!!!❤....",LOVE
Kto będzie tęsknił za ich filmami wspólnymi i mieszkaniem .. To łapka 👍🏼,SADNESS
"""Jest 10/10 ale jest zapuszczony"" co za głupota albo ktoś jest 10/10 albo nie, nie ma żadnego ale",ANGER
"TOMASZ PRZEWODZĄCY, JESTEŚ i BĘDZIESZ NASZYM DZIAŁOWYM!",JOY
Piękno kultury w jej odmiennych stylach 🔝,JOY
Biznesmeni i menele 🤣 popłakałem się. Paweł jak zwykle pozamiatał na święta 👏👏👏,LOVE
prosimy o wiecej filmikow z nauczycielem Markiem!!,JOY
Jak to wybuchło to tak się przestraszyłam😂,FEAR
"Kurde... Nutka fajna i naprawdę rozumiem wszystko. Malik chce jak najlepsze statystyki, żyjemy w czasach gdzie to, co się słucha wyznacza TikTok i choć nie pozostaje nic innego, jak pogodzić się z tym, to po prostu mi przykro. Tęsknię za nutami w stylu albumu ,,Import Export”, ,,Tijara""... Z chęcią posłuchałbym czegoś świeżego w stylu właśnie tych epek. Pozdro Malik, rozwijaj się dalej i wyznaczaj trendy innym raperom, bo na razie nikt z innych ,,gangusów” do pięt Ci nie dorasta 👊",SADNESS
Dziękuję za wszystkie słowa Hinol. Gdybys nie nagrywał nowych piosenek to byś nie wzmacniał częściowo po trochę człowieka który upada. Każda piosenka podnosi.,JOY
No to jeszcze poprosimy kołysankę o niedoli 👍👍,JOY
Marek masz do tego naturalny talent :D Coś o tym wiem ;),JOY
1 ze montarzysta nadal ma pomysły na te intra to szacun 2 początek m Isię kojarzy z Hedem on takie coś nagrywa,LOVE
"Dobry moment wybrała ;) Piękne ....no i co tu dużo mówić, teledysk lepszy niż 2 seozny Wiedźmina od Netflixa",JOY
Panie mecenasie wszystko co Pan powiedział jest w punkt!!!!!!!!!! Pozdrawiam 😘,JOY
"O i fajny materiał:D caly czas przypominam sobie vlogmasa gdzie jawor kupowal komputer ""swojemu pracownikowi"" :) ze zblurowaną twarzą:) fajnie, ze to poszlo w ta strone tak :D",JOY
"WITAM ZGROMADZONYCH, W KONCU SIE DOCZEKALISMY",JOY
